twitterUrl,url,id,text,createdAt
https://twitter.com/Mimosaspeaks/status/1803161803314303266,https://x.com/Mimosaspeaks/status/1803161803314303266,1.80E+18,@GESWA_BIHAR @AshwiniVaishnaw @RailMinIndia @PMOIndia @INCIndia Aur jab vacancies lakhon mein qualified engineers bhi lakhon me h toh vacancies sirf hazaaron mein kyu? Quality toh waise bhi exam se check ho hi jayga toh Aisa toh h nhi k aisehi le lenge. @PMOIndia @RailMinIndia @narendramodi @AshwiniVaishnaw #TrainAccident,Tue Jun 18 20:24:09 +0000 2024
https://twitter.com/anoopCh88203555/status/1803168204157759549,https://x.com/anoopCh88203555/status/1803168204157759549,1.80E+18,Now I am traveling with my 11 boy family kid whom tricked got confirmed in Tatkal and my is not that why i booked my ticket in General class and TheTT doesn't allow me to sit with him For allowing he charge me approx 2k.@IRCTCofficial plz answer me how can I leave him alone there,Tue Jun 18 20:49:35 +0000 2024
https://twitter.com/Mba_Vembiye/status/1803162999794057256,https://x.com/Mba_Vembiye/status/1803162999794057256,1.80E+18,@IRCTCofficial This happened with me twice within a time frame of 5 days. I travelled to Dehradun in RAC and travelling back from Dehradun in RAC. I hv a kid with me. Someone who is travelling 100 km is getting confirmed seat whereas someone who is travelling 700 km isn't.,Tue Jun 18 20:28:54 +0000 2024
https://twitter.com/drmbikaner/status/1803162574055415914,https://x.com/drmbikaner/status/1803162574055415914,1.80E+18,"@SudheerPoonia10 @IRCTCofficial @IndianRailMedia @AshwiniVaishnaw @RailMinIndia light at night from RSEB (Rajasthan State Electricity Board), the lights were not lit at Rampura Beri station. The lights were switched on when the supply came from RSEB. We wish you a pleasant, safe and auspicious journey. Thank you.",Tue Jun 18 20:27:13 +0000 2024
https://twitter.com/Mba_Vembiye/status/1803162504455135237,https://x.com/Mba_Vembiye/status/1803162504455135237,1.80E+18,"@IRCTCofficial What is the point of paying heavy charges for 2AC  when my family of 3 has to travel in a single RAC berth that too a distance of 700+ km strangled in one another, crammed and sleepless. Body pain and irritation is all i got after paying 3500 rs for two 2AC tickets",Tue Jun 18 20:26:56 +0000 2024
https://twitter.com/drmbikaner/status/1803162477267656783,https://x.com/drmbikaner/status/1803162477267656783,1.80E+18,"@SudheerPoonia10 @IRCTCofficial @IndianRailMedia @AshwiniVaishnaw @RailMinIndia Sir, sorry for the inconvenience caused to you. The passenger did not complain about all the platform lights being switched off at Rampura Beri station. On enquiring from the concerned station master, it was found that all the lights are in working condition but due to lack of",Tue Jun 18 20:26:50 +0000 2024
https://twitter.com/parthxpandey/status/1803162081329582285,https://x.com/parthxpandey/status/1803162081329582285,1.80E+18,@rewardingspends @IRCTCofficial @RailMinIndia paytm provides cancellations refund for some extra fee which is relatively lesser than these prices,Tue Jun 18 20:25:15 +0000 2024
https://twitter.com/AlokPal75691383/status/1803160407097614828,https://x.com/AlokPal75691383/status/1803160407097614828,1.80E+18,@IRCTCofficial hey IRCTC it's been more than 6 month waiting for my refund.,Tue Jun 18 20:18:36 +0000 2024
https://twitter.com/barm58972/status/1803159296865345724,https://x.com/barm58972/status/1803159296865345724,1.80E+18,@IRCTCofficial @RailMinIndia Padatik Express time 11:30pm (18th jun) latest  late time 1:00am(19th jun) no start jurny(recent time 1:42),Tue Jun 18 20:14:12 +0000 2024
https://twitter.com/JamsedAkhtar6/status/1803155947659141524,https://x.com/JamsedAkhtar6/status/1803155947659141524,1.80E+18,@IRCTCofficial is there no difference between ac and general coach.why is ac coaches are same to genral coach..lots of people take waiting ticket and travel in ac coach,Tue Jun 18 20:00:53 +0000 2024
https://twitter.com/nemishende0914/status/1803153449384898762,https://x.com/nemishende0914/status/1803153449384898762,1.80E+18,Doing fraud with the customer taking money but not giving confirmation of ticket . Only taking money to use for railway ministry department. Also taking money but throwing back to the payment option to do the payment again and again @IRCTCofficial @RailMinIndia @PMOIndia https://t.co/Shigr2Mkpx,Tue Jun 18 19:50:57 +0000 2024
https://twitter.com/shubhamsourav18/status/1803152244009005277,https://x.com/shubhamsourav18/status/1803152244009005277,1.80E+18,@mohan2verma @IRCTCofficial @AshwiniVaishnaw @RailwaySeva @IRCTCofficial kb loge action jb utar jaunga tb,Tue Jun 18 19:46:10 +0000 2024
https://twitter.com/shubhamsourav18/status/1803151809500037599,https://x.com/shubhamsourav18/status/1803151809500037599,1.80E+18,@mohan2verma @IRCTCofficial @AshwiniVaishnaw @RailwaySeva @INCIndia,Tue Jun 18 19:44:26 +0000 2024
https://twitter.com/shubhamsourav18/status/1803151720979243183,https://x.com/shubhamsourav18/status/1803151720979243183,1.80E+18,@mohan2verma @IRCTCofficial @AshwiniVaishnaw @RailwaySeva Bhaiya aisa sath aur vikas se badhiya hai panja khol de,Tue Jun 18 19:44:05 +0000 2024
https://twitter.com/nemishende0914/status/1803149662070992978,https://x.com/nemishende0914/status/1803149662070992978,1.80E+18,@IRCTCofficial Your website is fraud not working and even your customer care employee id 1170 is not solved my issue not answering properly . My funds is debited but ticket is not booked showing me so that do the payment again  so the website is fraud government needed the funds .,Tue Jun 18 19:35:54 +0000 2024
https://twitter.com/mohan2verma/status/1803149469321666690,https://x.com/mohan2verma/status/1803149469321666690,1.80E+18,@shubhamsourav18 @IRCTCofficial @AshwiniVaishnaw sbka sath sbka viaksh sbka prayaash... @RailwaySeva,Tue Jun 18 19:35:09 +0000 2024
https://twitter.com/garimakataria/status/1803148796336951574,https://x.com/garimakataria/status/1803148796336951574,1.80E+18,@Ravisutanjani There needs to be some rules laid for connecting trains too ! @IRCTCofficial  this is not a passengers fault,Tue Jun 18 19:32:28 +0000 2024
https://twitter.com/DRM_BVP/status/1803171497630114253,https://x.com/DRM_BVP/status/1803171497630114253,1.80E+18,"@RailwaySeva @Harsh_jain2000 Dear passenger, Inconvenience caused is Deeply regretted, we have informed the On board escorting staff Mr.Shailesh will to attend and resolve your complaint shortly.",Tue Jun 18 21:02:40 +0000 2024
https://twitter.com/DRMKhurdaRoad/status/1803171406420820106,https://x.com/DRMKhurdaRoad/status/1803171406420820106,1.80E+18,@RailwaySeva @Sushovan199 Kindly look into the matter @srdomkur,Tue Jun 18 21:02:19 +0000 2024
https://twitter.com/drmljn/status/1803171043114152290,https://x.com/drmljn/status/1803171043114152290,1.80E+18,@RailwaySeva @kashif4m2008 Kindly look into this matter @drm_lko,Tue Jun 18 21:00:52 +0000 2024
https://twitter.com/RailwaySeva/status/1803170985438486537,https://x.com/RailwaySeva/status/1803170985438486537,1.80E+18,@Sushovan199 For necessary action escalated to the concerned official @Drmkhurdaroad,Tue Jun 18 21:00:38 +0000 2024
https://twitter.com/RailwaySeva/status/1803170828965839160,https://x.com/RailwaySeva/status/1803170828965839160,1.80E+18,@PaulistaPatrick We request you to please share the journey details (PNR/UTS No.) and Mobile No. with us preferably via DM. You may also raise your concern directly on https://t.co/JNjgaq1zyT or dial 139 for speedy redressal.,Tue Jun 18 21:00:01 +0000 2024
https://twitter.com/drmhyb/status/1803170736334385507,https://x.com/drmhyb/status/1803170736334385507,1.80E+18,@RailwaySeva @hussain62593015 Matter forwarded to @SrDOMhyb for n/a,Tue Jun 18 20:59:39 +0000 2024
https://twitter.com/RailwaySeva/status/1803170701492486475,https://x.com/RailwaySeva/status/1803170701492486475,1.80E+18,@Talibshamim92 Please share your mobile no. preferably via DM to enable us to take immediate action. You may also raise your concern directly on https://t.co/JNjgaq1zyT or dial 139 for speedy redressal.,Tue Jun 18 20:59:31 +0000 2024
https://twitter.com/RailwaySeva/status/1803170104471068735,https://x.com/RailwaySeva/status/1803170104471068735,1.80E+18,@Manish22it For necessary action escalated to the concerned official @Drmljn,Tue Jun 18 20:57:08 +0000 2024
https://twitter.com/RailwaySeva/status/1803170101769936965,https://x.com/RailwaySeva/status/1803170101769936965,1.80E+18,"@Manish22it Sir, We are still waiting for details (https://t.co/xU1ehN74a8.) so that we register your complaint and expedite resolution.",Tue Jun 18 20:57:08 +0000 2024
https://twitter.com/CCOR_HYB/status/1803170087681003774,https://x.com/CCOR_HYB/status/1803170087681003774,1.80E+18,"@drmhyb @RailwaySeva @iamshaaz2826 Sir, Matter will be informed to concerned official for taking necessary action please",Tue Jun 18 20:57:04 +0000 2024
https://twitter.com/RailwaySeva/status/1803168785769304073,https://x.com/RailwaySeva/status/1803168785769304073,1.80E+18,@itzshaliini30 @MinstersRailNew @RailmitraaIndia For necessary action escalated to the concerned official @Drmhowrah,Tue Jun 18 20:51:54 +0000 2024
https://twitter.com/RailwaySeva/status/1803168782694883593,https://x.com/RailwaySeva/status/1803168782694883593,1.80E+18,@itzshaliini30 @MinstersRailNew @RailmitraaIndia Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:51:53 +0000 2024
https://twitter.com/RailwaySeva/status/1803168650159124608,https://x.com/RailwaySeva/status/1803168650159124608,1.80E+18,@kashif4m2008 For necessary action escalated to the concerned official @Drmljn,Tue Jun 18 20:51:22 +0000 2024
https://twitter.com/rpfner/status/1803168481447387485,https://x.com/rpfner/status/1803168481447387485,1.80E+18,@RailwaySeva @Avinash28052015 Kindly look into this matter @rpfnerbsb,Tue Jun 18 20:50:41 +0000 2024
https://twitter.com/RailwaySeva/status/1803152982407774236,https://x.com/RailwaySeva/status/1803152982407774236,1.80E+18,@dheeraj71212 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:49:06 +0000 2024
https://twitter.com/RailwaySeva/status/1803150731752653000,https://x.com/RailwaySeva/status/1803150731752653000,1.80E+18,@Akansari6 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:40:10 +0000 2024
https://twitter.com/RailwaySeva/status/1803150553335341256,https://x.com/RailwaySeva/status/1803150553335341256,1.80E+18,@chandanUdayjha1 @drmbct Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:39:27 +0000 2024
https://twitter.com/RailwaySeva/status/1803150223793160209,https://x.com/RailwaySeva/status/1803150223793160209,1.80E+18,@pyneni1993 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:38:08 +0000 2024
https://twitter.com/RailwaySeva/status/1803149742148559128,https://x.com/RailwaySeva/status/1803149742148559128,1.80E+18,@DPMishr09348001 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:36:14 +0000 2024
https://twitter.com/RailwaySeva/status/1803146884179210436,https://x.com/RailwaySeva/status/1803146884179210436,1.80E+18,@textagenda Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:24:52 +0000 2024
https://twitter.com/ayussshhh11/status/1803145841449844828,https://x.com/ayussshhh11/status/1803145841449844828,1.80E+18,"While traveling by train, ?28,000 and gold earrings worth ?45,000 were stolen from my bag. The theft might involve a person assigned to a previously vacant seat that was canceled by my party and reallocated by the train conductor at Bhusaval.Pleasehelp. @RailMinIndia @RailMadad https://t.co/nUVxtxgqqb",Tue Jun 18 19:20:44 +0000 2024
https://twitter.com/ayussshhh11/status/1803145553284669719,https://x.com/ayussshhh11/status/1803145553284669719,1.80E+18,"@RailMinIndia @NWRailways   @RailMadad @AshwiniVaishnaw @IndianRailMedia @RailwaySeva While traveling by train, ?28,000 and gold earrings worth ?45,000 were stolen from my bag. The theft might involve a person assigned to a previously vacant seat that was canceled by me andstaf https://t.co/xdtlzaw9Bu",Tue Jun 18 19:19:35 +0000 2024
https://twitter.com/Tarke/status/1803145350821388666,https://x.com/Tarke/status/1803145350821388666,1.80E+18,@RailMadad @RailwaySeva Very old coaches in train.. lights are in on condition and not able to switch them off.what's the point of having night journey .Pnr https://t.co/RPzrg5xcTt no 42 coach B4,Tue Jun 18 19:18:47 +0000 2024
https://twitter.com/RailwaySeva/status/1803143918009335901,https://x.com/RailwaySeva/status/1803143918009335901,1.80E+18,@RajeevKumarKa12 Your medical request has been registered on RailMadad and its request no. has been sent through SMS on your mobile no.   You may track status of your request via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:13:05 +0000 2024
https://twitter.com/chiku_aami/status/1803141119263515007,https://x.com/chiku_aami/status/1803141119263515007,1.80E+18,Inke paas Rail Neer nahi hai upar se local bottle 15 rupee wale ka 20 rupee charge kr rahe hai @ECRlyHJP @RailMadad @Rail https://t.co/nfxAG5YoFk,Tue Jun 18 19:01:58 +0000 2024
https://twitter.com/JunoonLalit/status/1803140846570922067,https://x.com/JunoonLalit/status/1803140846570922067,1.80E+18,"@drmbsbner @RailMinIndia @nerailwaygkp Hi I am traveling from Haridwar to Bikaner Via 14887 the AC in Coach is almost Dead, Kindly send Someone to fix this. My PNR :2214810381 feels like Vomiting.@RailwaySeva @RailMinIndia @RailMadad @AshwiniVaishnaw",Tue Jun 18 19:00:53 +0000 2024
https://twitter.com/royalkk1/status/1803136180374085859,https://x.com/royalkk1/status/1803136180374085859,1.80E+18,#RailMadad #IRCTCOfficial #Paytm is there any real update https://t.co/GsjXKRnff5,Tue Jun 18 18:42:20 +0000 2024
https://twitter.com/RailwaySeva/status/1803133970168815977,https://x.com/RailwaySeva/status/1803133970168815977,1.80E+18,@Saketku53009124 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 18:33:33 +0000 2024
https://twitter.com/RailwaySeva/status/1803133318051045709,https://x.com/RailwaySeva/status/1803133318051045709,1.80E+18,@RaviRan17382055 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh   - RPF India,Tue Jun 18 18:30:58 +0000 2024
https://twitter.com/BK_Bappa/status/1803131642590228939,https://x.com/BK_Bappa/status/1803131642590228939,1.80E+18,@RailMadad I want to change my number for UTS app. I have active season ticket and wallet balance associated with current number. Is it possible to transfer these to new number. Please guide.,Tue Jun 18 18:24:18 +0000 2024
https://twitter.com/RailwaySeva/status/1803168479581000124,https://x.com/RailwaySeva/status/1803168479581000124,1.80E+18,"@kashif4m2008 Please share your PNR number and mobile no. preferably via DM to enable us to take immediate action. 
You may also raise your concern directly on https://t.co/JNjgaq1zyT or dial 139 for speedy redressal. https://t.co/utEzIqB89U",Tue Jun 18 20:50:41 +0000 2024
https://twitter.com/RailwaySeva/status/1803168302740754616,https://x.com/RailwaySeva/status/1803168302740754616,1.80E+18,"@itzshaliini30 Sir, matter is being escalated to concerned official .  - IRCTC Official",Tue Jun 18 20:49:59 +0000 2024
https://twitter.com/RailwaySeva/status/1803168081226944853,https://x.com/RailwaySeva/status/1803168081226944853,1.80E+18,@ashokchaurasiaa For necessary action escalated to the concerned official @Drmsdah,Tue Jun 18 20:49:06 +0000 2024
https://twitter.com/RailwaySeva/status/1803167904147603757,https://x.com/RailwaySeva/status/1803167904147603757,1.80E+18,@pcyadav1225 For necessary action escalated to the concerned official @Drmjabalpur,Tue Jun 18 20:48:24 +0000 2024
https://twitter.com/cnw_cnl_lmg/status/1803167814884450470,https://x.com/cnw_cnl_lmg/status/1803167814884450470,1.80E+18,"@drm_lmg_nfr @RailwaySeva @dilsere22 Sir, Please share your PNR No.",Tue Jun 18 20:48:02 +0000 2024
https://twitter.com/gulsansingh3/status/1803167646038499795,https://x.com/gulsansingh3/status/1803167646038499795,1.80E+18,@RPFCRBB @RPFCR @RailwaySeva 7020372587,Tue Jun 18 20:47:22 +0000 2024
https://twitter.com/Electrical_GHY/status/1803167173625651243,https://x.com/Electrical_GHY/status/1803167173625651243,1.80E+18,@drm_lmg_nfr @RailwaySeva @saquib_tanzil Inconvenience caused is deeply regretted it will be attended by on Board Staff.,Tue Jun 18 20:45:30 +0000 2024
https://twitter.com/RailwaySeva/status/1803167078679232738,https://x.com/RailwaySeva/status/1803167078679232738,1.80E+18,"@nemishende0914 Sir, Kindly share user id and mobile no preferably in Direct Message (DM)   - IRCTC Official https://t.co/utEzIqB89U",Tue Jun 18 20:45:07 +0000 2024
https://twitter.com/RailwaySeva/status/1803166942095949881,https://x.com/RailwaySeva/status/1803166942095949881,1.80E+18,@HarshSh86285401 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:44:34 +0000 2024
https://twitter.com/RailwaySeva/status/1803166843177411044,https://x.com/RailwaySeva/status/1803166843177411044,1.80E+18,"@imrankhan_0786 Sir, kindly share PNR and mobile no preferably in Direct Message (DM)   - IRCTC Official https://t.co/utEzIqB89U",Tue Jun 18 20:44:11 +0000 2024
https://twitter.com/rpfecr/status/1803166841436852404,https://x.com/rpfecr/status/1803166841436852404,1.80E+18,"@RailwaySeva @Ashish24091983 @rpfecrdnr Complain no. ECR/694, Kindly look into this matter and take n/a please.",Tue Jun 18 20:44:10 +0000 2024
https://twitter.com/RailwaySeva/status/1803166565128610191,https://x.com/RailwaySeva/status/1803166565128610191,1.80E+18,"@VijayPr94461554 Sir, kindly share mobile no preferably in Direct Message (DM)   - IRCTC Official https://t.co/utEzIqB89U",Tue Jun 18 20:43:04 +0000 2024
https://twitter.com/RailwaySeva/status/1803166177994350618,https://x.com/RailwaySeva/status/1803166177994350618,1.80E+18,@Manish22it Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh - IRCTC Official,Tue Jun 18 20:41:32 +0000 2024
https://twitter.com/MayurNi91437182/status/1803146878856409450,https://x.com/MayurNi91437182/status/1803146878856409450,1.80E+18,"??? @IRCTCofficial @PMOIndia Considering @nitin_gadkari idea on toll prices, why not launch a dedicated satellite for monitoring the Indian railway system? Recall how NASA once helped with robbery surveillance using their satellite. A focused satellite could enhance safety",Tue Jun 18 19:24:51 +0000 2024
